ID_Cliente,Edad,Ingreso_Anual_COP,Gasto_Anual_COP,Nivel_Educacion
2527,39,49857353.0,9526968,Posgrado
2528,41,24520451.0,7528427,Profesional
2529,55,14276349.0,14276349,Posgrado
2530,23,10766722.0,6736402,Profesional
2531,39,56352248.0,15821681,Profesional
2532,25,40834584.0,20277352,Bachillerato
2533,40,31349056.0,10680273,Profesional
2534,25,,10875602,Bachillerato
2535,30,23027707.0,8740483,Técnico
2536,32,17519754.0,4759869,Profesional
2537,44,24178639.0,7238214,Profesional
2538,44,10393221.0,1000000,Bachillerato
2539,22,20762854.0,10559154,Profesional
2540,35,25680414.0,14040462,Profesional
2541,27,40696309.0,10896535,Bachillerato
2542,22,,9954486,Profesional
2543,32,44641277.0,32978612,Profesional
2544,31,,27393532,Bachillerato
2545,59,50921357.0,28287347,Profesional
2546,39,37956937.0,3893348,Profesional
2547,21,30178468.0,13181285,Profesional
2548,29,18371551.0,5885899,Bachillerato
2549,45,43430823.0,28503297,Profesional
2550,55,69482232.0,13178977,Bachillerato
2551,19,35596609.0,10303959,Técnico
2552,18,78243593.0,29985174,Bachillerato
2553,53,13990961.0,5953695,Posgrado
2554,38,16846041.0,13972970,Profesional
2555,26,,29917278,Bachillerato
2556,40,34238217.0,20305658,Bachillerato
2557,18,,7588994,Técnico
2558,35,29768820.0,7476635,Bachillerato
2559,38,19437606.0,5129274,Profesional
2560,44,26961252.0,8401992,Profesional
2561,24,,9266670,Posgrado
2562,35,17062823.0,11254303,Posgrado
2563,25,48784828.0,6969440,Profesional
2564,37,46413533.0,18169974,Bachillerato
2565,26,35970513.0,23159362,Técnico
2566,30,12688024.0,5038676,
2567,25,25078116.0,4099815,Profesional
2568,41,16259826.0,8120669,Profesional
2569,43,54025924.0,16937762,Posgrado
2570,32,,11695415,Posgrado
2571,35,17432277.0,5897559,Bachillerato
2572,20,30450288.0,8832018,Técnico
2573,32,21782788.0,15411645,Profesional
2574,34,62995880.0,33866233,Profesional
2575,61,20775864.0,9037674,Técnico
2576,23,14903308.0,9385473,Profesional
2577,49,10224027.0,1000000,Profesional
2578,44,29541738.0,1979752,Profesional
2579,37,22651641.0,10272553,Bachillerato
2580,52,14683803.0,1127556,Posgrado
2581,38,54369895.0,32693785,Profesional
2582,38,41880484.0,9432724,Bachillerato
2583,34,29579703.0,4107759,Profesional
2584,47,59344562.0,28189598,Profesional
2585,45,41781990.0,8845544,Posgrado
2586,28,19881097.0,17265669,Bachillerato
2587,21,17842572.0,5121214,Posgrado
2588,32,45158934.0,29089489,Bachillerato
2589,26,36575582.0,19222572,Profesional
2590,34,32657393.0,9617461,Profesional
2591,47,19647468.0,4678021,Técnico
2592,30,40657005.0,15391018,Profesional
2593,34,20562066.0,9987182,Posgrado
2594,35,28508550.0,21740953,Profesional
2595,43,61847362.0,28155964,Profesional
2596,18,21558717.0,4129092,Bachillerato
2597,28,13663154.0,2993930,Bachillerato
2598,37,17724073.0,9959987,Bachillerato
2599,47,49320844.0,8472186,Posgrado
2600,30,34074964.0,13184731,Profesional
2601,18,,11191483,Posgrado
2602,41,23258030.0,6474294,Bachillerato
2603,28,38239818.0,7658875,Profesional
2604,23,19621873.0,6273881,Bachillerato
2605,28,34953904.0,6515181,Profesional
2606,33,20812839.0,11875419,Técnico
2607,28,,7231559,Bachillerato
2608,18,21811855.0,9635372,Profesional
2609,43,24865807.0,12994630,Técnico
2610,47,29276421.0,9154241,
2611,41,33748139.0,13165319,Profesional
2612,23,10000000.0,3492730,Profesional
2613,32,20032823.0,15822688,Posgrado
2614,34,24665669.0,13592002,Técnico
2615,40,63670949.0,39083014,Profesional
2616,41,17482424.0,4629764,Profesional
2617,27,32544086.0,9392160,Profesional
2618,35,63352383.0,34664525,Bachillerato
2619,39,15560149.0,5737275,Profesional
2620,49,36531868.0,25534973,Bachillerato
2621,42,,12562111,Bachillerato
2622,42,23309954.0,21351854,Bachillerato
2623,35,20078346.0,7305269,Bachillerato
2624,49,20806568.0,14041784,Bachillerato
2625,39,116997603.0,64873020,Bachillerato
2626,26,45760685.0,21676070,Técnico
2627,49,52042792.0,10913941,Técnico
2628,41,38366862.0,22521613,Bachillerato
2629,30,,4335300,Profesional
2630,30,36549823.0,15809542,Bachillerato
2631,37,51298534.0,28748590,Bachillerato
2632,39,19579784.0,13056656,Técnico
2633,36,48611528.0,33910561,Técnico
2634,38,42664427.0,18175640,Técnico
2635,51,75733258.0,16569757,Técnico
2636,45,24344498.0,10660903,Profesional
2637,36,,4884578,Profesional
2638,44,25037715.0,1000000,Posgrado
2639,24,61496660.0,26049235,Profesional
2640,38,12025079.0,3554918,Profesional
2641,53,10665449.0,10665449,Bachillerato
2642,32,31371348.0,9857973,Profesional
2643,-5,24044414.0,12526940,Bachillerato
2644,28,30116142.0,19512536,Profesional
2645,24,48127477.0,12353002,Técnico
2646,27,22757908.0,1000000,
2647,31,11759888.0,1213744,Posgrado
2648,20,83382475.0,48531265,Posgrado
2649,35,,4302677,Bachillerato
2650,44,17666652.0,1000000,Técnico
2651,25,52094396.0,28583648,Profesional
2652,50,24753151.0,9122361,Profesional
2653,40,29064062.0,17976117,Profesional
2654,45,38190715.0,20266308,
2655,28,51572517.0,5117299,Profesional
2656,43,25392834.0,15497430,Posgrado
2657,24,64146747.0,21260815,Profesional
2658,43,10311888.0,3204402,Profesional
2659,36,43863871.0,18219954,Profesional
2660,40,19716061.0,5716717,Profesional
2661,23,59580780.0,40426275,Profesional
2662,26,32208153.0,8408674,Profesional
2663,40,21428990.0,9578522,Posgrado
2664,25,41788364.0,26621388,Profesional
2665,39,46889396.0,20049178,Técnico
2666,21,41352978.0,21963036,Profesional
2667,43,17927740.0,12632253,Profesional
2668,22,,9111502,Bachillerato
2669,40,29938969.0,4417043,Profesional
2670,41,29387445.0,13932733,Profesional
2671,28,43644187.0,17049057,Profesional
2672,40,10954460.0,1000000,Profesional
2673,37,,16708855,Profesional
2674,29,25950910.0,9345292,Posgrado
2675,24,19726187.0,9192250,Técnico
2676,18,20696280.0,1093578,Bachillerato
2677,38,26948524.0,16813826,Técnico
2678,19,10000000.0,1696749,Profesional
2679,35,21127015.0,2789162,Técnico
2680,32,19361566.0,7042240,Bachillerato
2681,41,39157382.0,13579191,Profesional
2682,31,20054108.0,9698605,Técnico
2683,31,26940762.0,3759705,Profesional
2684,42,64866784.0,26338972,Profesional
2685,38,49322143.0,27323995,Profesional
2686,38,47102829.0,28829278,Técnico
2687,39,23365513.0,9747470,Profesional
2688,19,39358561.0,19513279,Técnico
2689,42,26688919.0,18189682,Posgrado
2690,41,27198199.0,15446482,Posgrado
2691,24,36819958.0,9835777,Técnico
2692,32,22257979.0,8136257,Bachillerato
2693,34,63288202.0,40255558,Bachillerato
2694,33,27691688.0,161140,Técnico
2695,38,40869238.0,8113245,Profesional
2696,49,62115628.0,6011548,Profesional
2697,45,,35285259,Técnico
2698,21,14831270.0,4258146,Profesional
2699,41,,27198046,Posgrado
2700,48,45904221.0,15434487,Profesional
2701,38,46858334.0,6048574,Bachillerato
2702,45,17193819.0,6454975,Profesional
2703,55,21599707.0,7964884,Profesional
2704,45,49327241.0,26893440,Posgrado
2705,37,20497792.0,10984144,Técnico
2706,45,25825163.0,5582950,Técnico
2707,36,65965724.0,13539297,
2708,35,29291511.0,16128515,Profesional
2709,31,20859517.0,10799353,Profesional
2710,50,22414203.0,11514463,
2711,26,35429933.0,16652924,Profesional
2712,50,,6559635,Bachillerato
2713,-5,26510195.0,12376139,Técnico
2714,21,35438990.0,9732321,Profesional
2715,38,57441801.0,6939541,Bachillerato
2716,18,41886828.0,28501402,Técnico
2717,41,20992491.0,14281587,Profesional
2718,43,54076896.0,28582909,Profesional
2719,29,,6084707,Bachillerato
2720,36,16173043.0,3963630,Profesional
2721,54,27527257.0,10715570,Bachillerato
2722,29,61576603.0,38761719,Técnico
2723,24,32583870.0,1123358,Profesional
2724,49,30188417.0,15674773,Bachillerato
2725,54,68020096.0,19425001,Posgrado
2726,35,14665825.0,7834369,Bachillerato
2727,45,15774549.0,9820145,Profesional
2728,48,13373486.0,3797537,Profesional
2729,27,36144380.0,8940360,Posgrado
2730,30,32604292.0,17474645,Técnico
2731,47,64881696.0,26179922,Posgrado
2732,51,33883728.0,17318813,Posgrado
2733,40,24510921.0,12790898,Bachillerato
2734,26,30026935.0,5215512,Profesional
2735,54,31818602.0,16220923,Bachillerato
2736,29,13004776.0,1000000,Profesional
2737,31,116322115.0,84491541,Profesional
2738,38,38905393.0,6350238,Bachillerato
2739,50,33321456.0,16448660,Profesional
2740,43,40803969.0,12600439,Bachillerato
2741,39,42772820.0,13515410,Profesional
2742,39,27964074.0,9560353,Bachillerato
2743,35,21880083.0,10678223,Profesional
2744,40,40484643.0,18289615,Bachillerato
2745,18,36381223.0,23095887,Técnico
2746,32,20010403.0,4755037,Profesional
2747,37,60990321.0,32158168,Técnico
2748,23,,22334205,Profesional
2749,38,43211517.0,8182014,Posgrado
2750,32,,20432106,Bachillerato
2751,52,30330135.0,15023848,Profesional
2752,50,35151714.0,13901065,Bachillerato
2753,30,44979687.0,17942892,Bachillerato
2754,33,20879479.0,5418511,Bachillerato
2755,34,30821830.0,9789578,Posgrado
2756,30,31943594.0,18595393,Bachillerato
2757,36,,9638216,Posgrado
2758,27,95584987.0,42727901,Posgrado
2759,23,,10083130,Técnico
2760,41,15676228.0,1000000,Profesional
2761,41,57876455.0,37135047,Profesional
2762,26,42855350.0,14239374,Técnico
2763,43,17961219.0,5211304,Bachillerato
2764,28,40643620.0,27514302,
2765,37,62497253.0,29482996,Profesional
2766,43,29549471.0,13415421,Profesional
2767,34,110014132.0,37758824,Bachillerato
2768,39,12669106.0,1320645,Bachillerato
2769,29,42440755.0,26959425,Posgrado
2770,33,53756336.0,8435681,Bachillerato
2771,32,46846173.0,21794261,Profesional
2772,27,27086068.0,5037623,Bachillerato
2773,33,25944941.0,13510149,Profesional
2774,19,37459860.0,2458490,Posgrado
2775,30,45108677.0,17328301,Técnico
2776,32,40545877.0,21950695,Bachillerato
2777,32,50462290.0,20867384,Profesional
2778,32,18025049.0,5483156,Técnico
2779,34,26770804.0,8941222,Técnico
2780,39,,4209117,Profesional
2781,43,24733064.0,9301325,Bachillerato
2782,28,49839499.0,12511463,Técnico
2783,22,31664283.0,12879188,
2784,24,110457072.0,26167242,Profesional
2785,30,33046001.0,18854064,Técnico
2786,31,30908873.0,9864338,Profesional
2787,27,31635782.0,8080580,Profesional
2788,22,21808352.0,8451794,Profesional
2789,30,29144874.0,17139137,Bachillerato
2790,36,52725087.0,3228085,Bachillerato
2791,40,31759208.0,20855730,Profesional
2792,29,20175470.0,155552,Profesional
2793,30,18890422.0,4565633,Profesional
2794,25,23953068.0,12680340,Bachillerato
2795,34,31128665.0,10111435,Profesional
2796,26,54488553.0,16426992,Profesional
2797,40,15347507.0,5049775,Técnico
2798,18,25566534.0,12331728,Bachillerato
2799,31,,24175085,Profesional
2800,38,11993256.0,11016445,Profesional
2801,36,19774599.0,10377041,Bachillerato
2802,61,21354299.0,12977502,Profesional
2803,38,20150159.0,9310822,Profesional
2804,24,33020948.0,22082391,Profesional
2805,34,27685742.0,11111272,Profesional
2806,18,22727015.0,1363573,Profesional
2807,34,37157985.0,17924085,Bachillerato
2808,26,71003895.0,7580184,Bachillerato
2809,44,68089678.0,40138392,Profesional
2810,29,11470878.0,5911300,Bachillerato
2811,33,40034175.0,28461897,Profesional
2812,28,27445047.0,4989998,Profesional
2813,52,32419984.0,13141080,Bachillerato
2814,31,24583017.0,9965076,Profesional
2815,53,31816712.0,14163976,Profesional
2816,43,32359287.0,16033780,Técnico
2817,999,22459675.0,11739188,Profesional
2818,38,19163618.0,11867288,Posgrado
2819,38,23971114.0,11580965,Técnico
2820,18,33727954.0,3241911,Profesional
2821,32,40475447.0,10529783,Bachillerato
2822,43,45964615.0,26082295,Bachillerato
2823,34,23431994.0,6695034,Bachillerato
2824,20,34574612.0,139238,Profesional
2825,34,48542935.0,15051096,Técnico
2826,52,53731253.0,14097201,Bachillerato
2827,47,29130360.0,13814823,Profesional
2828,34,,15786078,Bachillerato
2829,44,33008314.0,12877058,Bachillerato
2830,31,16883615.0,3565813,Técnico
2831,18,27231996.0,3840459,Técnico
2832,25,43531751.0,26493112,Profesional
2833,50,41354074.0,31103840,Técnico
2834,32,26207970.0,13883871,Técnico
2835,32,33450157.0,14855214,Posgrado
2836,32,19863268.0,15035018,Posgrado
2837,54,42646425.0,19370962,Profesional
2838,51,28855097.0,16012103,
2839,57,26133595.0,12439649,Profesional
2840,33,25036517.0,11851692,Profesional
2841,37,29071271.0,10041863,
2842,19,23980921.0,2680846,Profesional
2843,49,41690317.0,12432862,Profesional
2844,23,24619913.0,13664921,Bachillerato
2845,37,66531760.0,43223655,Profesional
2846,24,62414812.0,39041159,Profesional
2847,29,19209897.0,10021765,Profesional
2848,26,31063997.0,4799825,Bachillerato
2849,28,21668705.0,1000000,Técnico
2850,29,25479484.0,146369,Técnico
2851,29,81647493.0,33019815,Profesional
2852,43,25723672.0,8460535,Bachillerato
2853,23,35920580.0,10154833,Técnico
2854,37,39324904.0,27328194,Bachillerato
2855,47,18190194.0,5937635,Técnico
2856,29,19563188.0,9911244,Profesional
2857,27,16414846.0,8400535,Posgrado
2858,32,19263498.0,1000000,Bachillerato
2859,46,10000000.0,10000000,Profesional
2860,36,39389078.0,24666622,Bachillerato
2861,29,83788377.0,37847535,Bachillerato
2862,39,32301308.0,9031286,Profesional
2863,23,14776867.0,2869531,Profesional
2864,41,21754251.0,14363185,Profesional
2865,39,23849397.0,17203844,Profesional
2866,31,18036635.0,1000000,Posgrado
2867,26,46121937.0,9954107,Bachillerato
2868,26,44984923.0,27496836,Bachillerato
2869,40,16835192.0,2745396,Bachillerato
2870,47,43109263.0,25811880,Profesional
2871,28,64367169.0,21328516,Bachillerato
2872,39,77670574.0,37525079,Bachillerato
2873,18,125688093.0,40047727,Profesional
2874,29,19109795.0,2466890,Bachillerato
2875,34,123138236.0,9870417,Bachillerato
2876,25,25130800.0,12088541,Bachillerato
2877,25,22308430.0,16749542,Bachillerato
2878,28,35330039.0,18545536,Profesional
2879,37,22424782.0,7307401,Profesional
2880,33,36624574.0,12069522,Bachillerato
2881,18,15504941.0,5452281,Bachillerato
2882,18,26624213.0,15893407,Profesional
2883,28,57053447.0,28622280,Profesional
2884,39,29156175.0,10748045,Profesional
2885,18,32200928.0,7237431,Profesional
2886,30,,2826408,Bachillerato
2887,29,53867546.0,18544506,Posgrado
2888,48,13112749.0,8293037,Profesional
2889,31,40183618.0,27728435,Bachillerato
2890,38,26235876.0,14686065,Técnico
2891,36,32606652.0,21643850,Técnico
2892,18,50966699.0,30404344,Bachillerato
2893,42,16512275.0,1000000,Posgrado
2894,37,18081244.0,7183422,Posgrado
2895,40,11398507.0,2090607,Bachillerato
2896,74,31458690.0,5524410,Técnico
2897,18,58347327.0,16188237,Profesional
2898,52,28244642.0,7757064,Bachillerato
2899,32,15350298.0,5428872,Profesional
2900,37,23531924.0,7710759,Profesional
2901,34,14257263.0,4157333,Profesional
2902,30,17091894.0,8561438,Profesional
2903,29,36437805.0,27950061,Profesional
2904,38,16680839.0,8081046,Posgrado
2905,19,52327106.0,33001313,Técnico
2906,42,28951940.0,3577534,Posgrado
2907,30,31311790.0,7575968,Bachillerato
2908,23,26101972.0,13626565,Técnico
2909,30,44151252.0,16112146,Bachillerato
2910,47,44379485.0,23650659,Profesional
2911,29,35471322.0,19581461,Bachillerato
2912,38,39789057.0,23928168,Profesional
2913,27,26981529.0,20690148,
2914,42,39342245.0,16031088,Bachillerato
2915,41,25336815.0,6024724,Profesional
2916,53,30033493.0,9810943,Posgrado
2917,33,26150688.0,2516934,Profesional
2918,41,23869180.0,8309173,Bachillerato
2919,35,21256048.0,12123368,Posgrado
2920,47,,321182,Profesional
2921,27,57771775.0,10999797,Técnico
2922,42,,4749151,Técnico
2923,33,16005216.0,4985898,Profesional
2924,34,57156830.0,24614673,Posgrado
2925,35,25587862.0,7186604,Técnico
2926,37,40510608.0,24162959,Bachillerato
2927,33,19069490.0,1000000,Posgrado
2928,37,32207113.0,8054112,Bachillerato
2929,50,,2702559,Posgrado
2930,44,14280500.0,5997749,Técnico
2931,43,40663503.0,26418949,Profesional
2932,30,58801354.0,13593372,Bachillerato
2933,26,27491404.0,5482794,Posgrado
2934,44,59221310.0,38500103,Profesional
2935,43,27285369.0,10159207,Posgrado
2936,49,45878181.0,26510517,Profesional
2937,28,10000000.0,3106221,Bachillerato
2938,32,100543077.0,28412652,Técnico
2939,18,63365940.0,30391871,Profesional
2940,31,,13205658,Profesional
2941,44,11191481.0,4745135,Posgrado
2942,30,,17792629,Técnico
2943,41,14573934.0,7449979,Profesional
2944,33,37473130.0,22059732,Posgrado
2945,38,36854592.0,10691216,Bachillerato
2946,23,18736917.0,3043594,Posgrado
2947,35,52545575.0,36368747,Técnico
2948,18,44879662.0,15200540,Profesional
2949,33,48867328.0,23651335,Técnico
2950,18,30133160.0,19509114,Técnico
2951,47,14782371.0,11600018,Bachillerato
2952,42,48917417.0,22110715,Posgrado
2953,39,26206610.0,10484897,Profesional
2954,50,14973879.0,8410302,Bachillerato
2955,25,58981100.0,34383974,Posgrado
2956,52,85704140.0,46092620,Profesional
2957,44,29387614.0,9548515,Posgrado
2958,32,88301576.0,30888425,Bachillerato
2959,46,31401471.0,15498052,Técnico
2960,23,,15804369,Profesional
2961,26,21888648.0,259371,Bachillerato
2962,28,68015701.0,20168888,Profesional
2963,29,20310245.0,3855791,Técnico
2964,24,43329428.0,13879509,Bachillerato
2965,47,22682993.0,11431731,Técnico
2966,32,23832352.0,11380409,Posgrado
2967,38,50215423.0,18028128,Técnico
2968,29,24808316.0,1472735,Bachillerato
2969,18,24503101.0,9143343,Profesional
2970,37,52857506.0,8759967,Profesional
2971,18,66679397.0,38545988,Profesional
2972,34,41410823.0,23769060,Profesional
2973,21,21624187.0,11480003,Bachillerato
2974,54,23240422.0,10340157,Técnico
2975,44,,22575908,Profesional
2976,36,35221701.0,12875921,Posgrado
2977,47,18306650.0,5414382,Profesional
2978,26,43065247.0,28098663,Bachillerato
2979,40,31310516.0,16017035,Técnico
2980,36,12722132.0,6362742,Bachillerato
2981,37,18854170.0,2522490,Profesional
2982,47,,6531241,Bachillerato
2983,42,28926801.0,4384798,Bachillerato
2984,37,77156573.0,20779517,Técnico
2985,18,33793991.0,15596180,Profesional
2986,25,19703798.0,9103429,Técnico
2987,33,33498906.0,16723446,Profesional
2988,35,25157435.0,3018113,Profesional
2989,23,35289183.0,10580994,Técnico
2990,59,40104206.0,35119084,Profesional
2991,50,54916437.0,12395005,Técnico
2992,41,29637905.0,8681403,Técnico
2993,35,,18530383,Profesional
2994,32,47238475.0,7385096,Profesional
2995,25,21062150.0,5952721,Profesional
2996,35,90570197.0,30065511,Profesional
2997,37,35328663.0,21489310,Profesional
2998,22,19759514.0,12611981,Técnico
2999,38,68556204.0,25909141,Profesional
3000,33,84782247.0,9082997,Profesional
3001,18,29508688.0,12254438,Bachillerato
3002,26,23321419.0,3266034,Técnico
3003,30,27522666.0,16921883,Profesional
3004,53,42886763.0,21469258,Bachillerato
3005,40,56833486.0,12162778,Técnico
3006,21,39902582.0,28939608,Profesional
3007,39,31565317.0,23040364,Posgrado
3008,19,63446895.0,39019639,Posgrado
3009,45,25656043.0,13136735,Técnico
3010,30,50232239.0,24173692,Profesional
3011,34,25975816.0,10895842,Bachillerato
3012,48,37214886.0,13379586,Bachillerato
3013,22,28344020.0,494703,Profesional
3014,21,29173807.0,4439252,Bachillerato
3015,29,24841213.0,1000000,Técnico
3016,45,58769581.0,31265153,Posgrado
3017,19,20795453.0,10488980,Profesional
3018,18,20719623.0,9569990,Profesional
3019,30,,55960114,Posgrado
3020,40,48916813.0,11449927,Profesional
3021,47,10000000.0,1000000,Bachillerato
3022,30,22613973.0,16158906,Profesional
3023,30,12124190.0,1000000,Técnico
3024,46,18650109.0,8930702,Técnico
3025,18,10000000.0,5154295,
3026,31,,1210159,Profesional
3027,36,16949298.0,1000000,Bachillerato
3028,39,30912171.0,14218352,Técnico
3029,29,13311612.0,11508094,Bachillerato
3030,35,31269816.0,16164545,Posgrado
3031,18,24379417.0,10162692,Profesional
3032,28,63572047.0,25744526,Profesional
3033,39,60756605.0,17130315,Profesional
3034,25,44428012.0,8350197,Profesional
3035,35,25479914.0,1217189,Profesional
3036,39,80954525.0,6273360,Profesional
3037,31,13800153.0,1000000,Posgrado
3038,36,14871075.0,5798606,Posgrado
3039,25,28769213.0,10660320,Posgrado
3040,32,92593267.0,13628743,Profesional
3041,41,27113396.0,13066937,Posgrado
3042,36,,7863206,Técnico
3043,29,14588626.0,6483537,Posgrado
3044,37,48142346.0,35873638,Posgrado
3045,42,48317098.0,3938250,Posgrado
3046,18,44510939.0,28278892,Profesional
3047,46,21902199.0,1000000,Técnico
3048,31,21069868.0,13677306,Bachillerato
3049,39,15715323.0,4917404,Técnico
3050,46,31284839.0,23743613,Profesional
3051,21,17478887.0,7794893,Bachillerato
3052,27,16651313.0,9925302,Profesional
3053,32,24272694.0,7258668,Profesional
3054,27,,3894929,Profesional
3055,52,22924543.0,16928614,Posgrado
3056,26,37879864.0,5273285,Profesional
3057,29,31209460.0,17729936,Profesional
3058,37,25974605.0,1000000,Profesional
3059,22,32874715.0,14281224,Profesional
3060,31,18273169.0,10496459,Técnico
3061,38,31621481.0,8685444,Bachillerato
3062,31,,10528684,Posgrado
3063,34,14149424.0,6594031,Profesional
3064,29,49355255.0,27757032,Profesional
3065,19,19307247.0,12569552,Profesional
3066,38,31385697.0,9169433,Técnico
3067,52,53699476.0,22388814,Profesional
3068,35,,18603707,Bachillerato
3069,37,30519446.0,4332095,Profesional
3070,41,25026815.0,15245819,Profesional
3071,22,48180449.0,15153267,Profesional
3072,52,42036776.0,15463782,Profesional
3073,37,22021403.0,10151350,Posgrado
3074,51,20161010.0,10784775,Profesional
3075,27,10644249.0,8366659,Posgrado
3076,53,32401778.0,18350220,Profesional
3077,42,28784829.0,9510041,Profesional
3078,40,52947087.0,30946243,Bachillerato
3079,37,35899556.0,16643944,Bachillerato
3080,32,58458200.0,7573678,Profesional
3081,47,21168522.0,2365702,Técnico
3082,36,52998973.0,7918873,Profesional
3083,18,23028652.0,8859717,Profesional
3084,23,44256197.0,27538731,Posgrado
3085,33,14466247.0,4111555,Posgrado
3086,38,33742731.0,6339478,Bachillerato
3087,34,11121202.0,7274912,Técnico
3088,47,26249019.0,15996252,Profesional
3089,18,37388919.0,19385937,Técnico
3090,36,23120348.0,4232004,Técnico
3091,18,17742778.0,1000000,Profesional
3092,42,45798741.0,6894978,Posgrado
3093,34,28487516.0,3857012,Profesional
3094,39,23486177.0,6985532,Profesional
3095,26,30635067.0,12361601,Técnico
3096,47,112115764.0,15498641,Profesional
3097,45,53407372.0,8358221,Profesional
3098,40,53650147.0,8289767,Profesional
3099,33,37299150.0,19294546,Bachillerato
3100,40,32604164.0,13497443,
3101,27,10000000.0,4796448,Profesional
3102,43,21363998.0,6578807,Profesional
3103,51,23592059.0,5852054,Posgrado
3104,45,11748802.0,1000000,Técnico
3105,27,16818668.0,11245383,Bachillerato
3106,38,11142639.0,5532631,Profesional
3107,22,29430615.0,22113071,Posgrado
3108,40,45176650.0,27891509,Profesional
3109,39,52174018.0,36287738,Bachillerato
3110,18,36913953.0,17025753,Profesional
3111,23,,2020969,Bachillerato
3112,32,11417700.0,5472390,Profesional
3113,31,12462984.0,4631332,Técnico
3114,22,15906154.0,9804350,Posgrado
3115,38,19235692.0,3298379,Profesional
3116,37,27696973.0,6157187,Posgrado
3117,33,18067509.0,4845302,Técnico
3118,27,35540942.0,15821539,Técnico
3119,45,26710603.0,7047521,Posgrado
3120,51,30158603.0,9712671,Bachillerato
3121,30,53054657.0,13709050,Profesional
3122,28,,6843199,Técnico
3123,39,36986377.0,24309159,Profesional
3124,31,29791132.0,11301642,Bachillerato
3125,33,25392509.0,8305327,Técnico
3126,42,,26239101,Profesional
3127,18,46558261.0,8336258,Técnico
3128,48,18689315.0,6368862,Bachillerato
3129,35,27388332.0,10950575,Profesional
3130,30,34529126.0,24084201,Profesional
3131,34,,3801086,Bachillerato
3132,34,19205073.0,8810822,Profesional
3133,18,34528787.0,17013991,Posgrado
3134,49,74999241.0,19623956,Bachillerato
3135,35,13958069.0,4618348,Profesional
3136,39,28218545.0,14496815,Profesional
3137,44,19047695.0,4912413,Bachillerato
3138,24,40579016.0,8672582,Bachillerato
3139,39,13364626.0,2292241,Profesional
3140,32,35671560.0,15615951,Profesional
3141,43,21893136.0,17211946,Bachillerato
3142,18,20782607.0,1000000,Profesional
3143,34,14555199.0,1000000,Profesional
3144,28,23775589.0,4721556,Técnico
3145,39,51596180.0,25572331,Profesional
3146,39,29624539.0,13764919,Posgrado
3147,27,41060130.0,13734055,Bachillerato
3148,27,68959425.0,27423686,Profesional
3149,33,34229066.0,20186181,Profesional
3150,26,22687125.0,15750025,Bachillerato
3151,43,37895163.0,5127625,Bachillerato
3152,31,22852243.0,4984327,Bachillerato
3153,18,31875603.0,4769507,Técnico
3154,31,14030744.0,8623530,Bachillerato
3155,24,47671137.0,21815065,Profesional
3156,18,24734427.0,17590504,Posgrado
3157,22,32859684.0,8537862,Bachillerato
3158,36,17871663.0,1000000,Técnico
3159,48,37306635.0,9359407,Bachillerato
3160,38,20495938.0,8237265,Bachillerato
3161,28,27947926.0,10358416,Técnico
3162,39,46530611.0,1000000,Técnico
3163,30,44548435.0,22490408,Posgrado
3164,28,29671362.0,3009697,Técnico
3165,23,12393000.0,3747777,Profesional
3166,18,133968227.0,22241283,
3167,31,71817405.0,42002984,Bachillerato
3168,36,43057429.0,17101328,Posgrado
3169,34,20585675.0,10941346,Bachillerato
3170,30,28343601.0,13119399,Posgrado
3171,25,22862252.0,16564109,Bachillerato
3172,41,56437021.0,37498527,Profesional
3173,21,34207633.0,14721659,Posgrado
3174,42,20269462.0,11669440,Bachillerato
3175,24,23708172.0,6610165,Técnico
3176,27,52551385.0,18287625,Profesional
3177,20,66769494.0,1968534,Bachillerato
3178,29,64416071.0,30396347,Profesional
3179,44,43803486.0,24281435,Bachillerato
3180,40,26440183.0,15101664,Bachillerato
3181,44,10000000.0,1450957,Bachillerato
3182,40,34805568.0,5057723,Posgrado
3183,23,29972581.0,4858326,Bachillerato
3184,31,,21368163,Bachillerato
3185,27,30819452.0,6041341,Profesional
3186,48,15457066.0,9009267,Técnico
3187,23,39642495.0,9500727,Técnico
3188,43,41153358.0,12374963,Bachillerato
3189,43,42197744.0,27740031,Profesional
3190,53,48157933.0,17376464,Profesional
3191,30,40577884.0,5916770,Técnico
3192,42,24439060.0,14726192,Bachillerato
3193,57,28956044.0,7383181,Profesional
3194,28,31398490.0,28723751,Profesional
3195,19,31659780.0,12367356,Técnico
3196,18,49417578.0,17576658,Bachillerato
3197,42,41389687.0,15766206,Bachillerato
3198,18,84763845.0,13446413,Profesional
3199,31,90416961.0,54633370,Posgrado
3200,39,31218852.0,18922161,Bachillerato
3201,36,10000000.0,6510559,
3202,39,55679587.0,19716695,Bachillerato
3203,37,22897075.0,4634377,Técnico
3204,47,20094686.0,7440663,Técnico
3205,25,24581023.0,7911564,Posgrado
3206,28,23995729.0,15919905,Bachillerato
3207,27,40744965.0,18308105,Profesional
3208,43,13756060.0,8597684,Técnico
3209,44,,2305201,Profesional
3210,39,35615347.0,2247010,Profesional
3211,46,40963007.0,5490871,Bachillerato
3212,23,41345690.0,9530349,Posgrado
3213,51,20240372.0,6193943,Bachillerato
3214,50,18394736.0,13295242,Profesional
3215,42,23286643.0,7315271,Posgrado
3216,52,33822753.0,4508049,Bachillerato
